className	displayName	armaCategory	armaType	mass	count	maxLoad	mod	addons
UK3CB_DT2	DT	Weapon	MachineGun	-1	-1	-1	@3CB Factions	UK3CB_Factions_Vehicles_Tseries
UK3CB_T72_FCS	Fire Control System	VehicleWeapon	VehicleWeapon	-1	-1	-1	@3CB Factions	UK3CB_Factions_Vehicles_Tseries
UK3CB_D10TG	D-10TG	VehicleWeapon	Cannon	-1	-1	-1	@3CB Factions	UK3CB_Factions_Vehicles_Tseries
UK3CB_S53	ZiS S-53	VehicleWeapon	Cannon	-1	-1	-1	@3CB Factions	UK3CB_Factions_Vehicles_Tseries
UK3CB_CZ550	CZ-550 Hunting Rifle	Weapon	AssaultRifle	72.7	-1	-1	@JSRS SOUNDMOD 2025	UK3CB_Factions_Weapons_A2Ports;jsrs2025_compat_3cb_factions
UK3CB_CZ550_sro	CZ-550 Hunting Rifle	Weapon	AssaultRifle	72.7	-1	-1	@3CB Factions	UK3CB_Factions_Weapons_A2Ports
ItemcTab	Rugged Tablet	Item	GPS	25	-1	-1	@4thib	cTab
ItemAndroid	S7 Android	Item	GPS	5	-1	-1	@4thib	cTab
ItemMicroDAGR	MicroDAGR	Item	GPS	6	-1	-1	@4thib	cTab
ItemcTabHCam	Helmet Camera	Weapon	UnknownWeapon	4	-1	-1	@4thib	cTab
ItemcTabMisc	Rugged Tablet	Weapon	UnknownWeapon	25	-1	-1	@4thib	cTab
ItemAndroidMisc	S7 Android	Weapon	UnknownWeapon	5	-1	-1	@4thib	cTab
ItemMicroDAGRMisc	MicroDAGR	Weapon	UnknownWeapon	6	-1	-1	@4thib	cTab
BWA3_CrewHelmet_NH90	Crew Helmet NH90	Equipment	Headgear	50	-1	-1	@BWMod	bwa3_headgear
BWA3_CrewmanKSK	Crewman KSK Helmet	Equipment	Headgear	30	-1	-1	@BWMod	bwa3_headgear
BWA3_CrewmanKSK_Fleck	Crewman KSK Helmet (Flecktarn)	Equipment	Headgear	30	-1	-1	@BWMod	bwa3_headgear
BWA3_CrewmanKSK_Tropen	Crewman KSK Helmet (Tropentarn)	Equipment	Headgear	30	-1	-1	@BWMod	bwa3_headgear
BWA3_CrewmanKSK_Headset	Crewman KSK Helmet (Headset)	Equipment	Headgear	30	-1	-1	@BWMod	bwa3_headgear;bwa3_comp_ace
BWA3_CrewmanKSK_Fleck_Headset	Crewman KSK Helmet (Flecktarn, Headset)	Equipment	Headgear	30	-1	-1	@BWMod	bwa3_headgear
BWA3_CrewmanKSK_Tropen_Headset	Crewman KSK Helmet (Tropentarn, Headset)	Equipment	Headgear	30	-1	-1	@BWMod	bwa3_headgear
BWA3_Knighthelm	Knighthelm IHS	Equipment	Headgear	40	-1	-1	@BWMod	bwa3_headgear;bwa3_comp_ace
BWA3_TopOwl	TopOwl	Equipment	Headgear	40	-1	-1	@BWMod	bwa3_headgear;bwa3_comp_ace
BWA3_TopOwl_nvg	TopOwl (NVG)	Equipment	Headgear	40	-1	-1	@BWMod	bwa3_headgear;bwa3_comp_ace
BWA3_M92_Fleck	M92 Helmet (Flecktarn)	Equipment	Headgear	40	-1	-1	@BWMod	bwa3_headgear
BWA3_M92_Tropen	M92 Helmet (Tropentarn)	Equipment	Headgear	40	-1	-1	@BWMod	bwa3_headgear
BWA3_M92_Multi	M92 Helmet (Multitarn)	Equipment	Headgear	40	-1	-1	@BWMod	bwa3_headgear
BWA3_Booniehat_Fleck	Booniehat (Flecktarn)	Equipment	Headgear	10	-1	-1	@BWMod	bwa3_headgear
BWA3_Booniehat_Tropen	Booniehat (Tropentarn)	Equipment	Headgear	10	-1	-1	@BWMod	bwa3_headgear
BWA3_Booniehat_Multi	Booniehat (Multitarn)	Equipment	Headgear	10	-1	-1	@BWMod	bwa3_headgear
BWA3_Beret_PzGren	Beret (Panzergrenadiere)	Equipment	Headgear	6	-1	-1	@BWMod	bwa3_headgear
BWA3_Beret_Pz	Beret (Panzertruppen)	Equipment	Headgear	6	-1	-1	@BWMod	bwa3_headgear
BWA3_Beret_PzAufkl	Beret (PanzeraufklÃ¤rer)	Equipment	Headgear	6	-1	-1	@BWMod	bwa3_headgear
BWA3_Beret_Jaeger	Beret (JÃ¤ger)	Equipment	Headgear	6	-1	-1	@BWMod	bwa3_headgear
BWA3_Beret_Falli	Beret (FallschirmjÃ¤ger)	Equipment	Headgear	6	-1	-1	@BWMod	bwa3_headgear
BWA3_Beret_HFlieger	Beret (Heeresflieger)	Equipment	Headgear	6	-1	-1	@BWMod	bwa3_headgear
BWA3_Beret_Wach_green	Beret (Wachbattalion, Green)	Equipment	Headgear	6	-1	-1	@BWMod	bwa3_headgear
BWA3_Beret_Wach_blue	Beret (Wachbattalion, Blue)	Equipment	Headgear	6	-1	-1	@BWMod	bwa3_headgear
BWA3_OpsCore_FastMT	Ops-Core FAST Helmet	Equipment	Headgear	40	-1	-1	@BWMod	bwa3_headgear
BWA3_OpsCore_FastMT_Peltor	Ops-Core FAST Helmet (Peltor)	Equipment	Headgear	40	-1	-1	@BWMod	bwa3_headgear;bwa3_comp_ace
BWA3_OpsCore_FastMT_SOF	Ops-Core FAST Helmet (SOF)	Equipment	Headgear	40	-1	-1	@BWMod	bwa3_headgear;bwa3_comp_ace
BWA3_OpsCore_FastMT_Fleck	Ops-Core FAST Helmet (Flecktarn, Cover)	Equipment	Headgear	40	-1	-1	@BWMod	bwa3_headgear
BWA3_OpsCore_FastMT_Peltor_Fleck	Ops-Core FAST Helmet (Flecktarn, Peltor)	Equipment	Headgear	40	-1	-1	@BWMod	bwa3_headgear;bwa3_comp_ace
BWA3_OpsCore_FastMT_SOF_Fleck	Ops-Core FAST Helmet (Flecktarn, SOF)	Equipment	Headgear	40	-1	-1	@BWMod	bwa3_headgear;bwa3_comp_ace
BWA3_OpsCore_FastMT_Tropen	Ops-Core FAST Helmet (Tropentarn, Cover)	Equipment	Headgear	40	-1	-1	@BWMod	bwa3_headgear
BWA3_OpsCore_FastMT_Peltor_Tropen	Ops-Core FAST Helmet (Tropentarn, Peltor)	Equipment	Headgear	40	-1	-1	@BWMod	bwa3_headgear;bwa3_comp_ace
BWA3_OpsCore_FastMT_SOF_Tropen	Ops-Core FAST Helmet (Tropentarn, SOF)	Equipment	Headgear	40	-1	-1	@BWMod	bwa3_headgear;bwa3_comp_ace
BWA3_OpsCore_FastMT_Multi	Ops-Core FAST Helmet (Multitarn, Cover)	Equipment	Headgear	40	-1	-1	@BWMod	bwa3_headgear
BWA3_OpsCore_FastMT_Peltor_Multi	Ops-Core FAST Helmet (Multitarn, Peltor)	Equipment	Headgear	40	-1	-1	@BWMod	bwa3_headgear;bwa3_comp_ace
BWA3_OpsCore_FastMT_SOF_Multi	Ops-Core FAST Helmet (Multitarn, SOF)	Equipment	Headgear	40	-1	-1	@BWMod	bwa3_headgear;bwa3_comp_ace
BWA3_ItemNaviPad	NaviPad	Item	GPS	8	-1	-1	@BWMod	bwa3_navipad
BWA3_optic_RSAS	RSAS	Item	AccessorySights	4	-1	-1	@BWMod	bwa3_optics;bwa3_comp_ace
BWA3_optic_RSAS_brown	RSAS (Brown)	Item	AccessorySights	4	-1	-1	@BWMod	bwa3_optics
BWA3_optic_RSAS_sand	RSAS (Sand)	Item	AccessorySights	4	-1	-1	@BWMod	bwa3_optics
BWA3_optic_RSAS_tan	RSAS (Tan)	Item	AccessorySights	4	-1	-1	@BWMod	bwa3_optics
BWA3_optic_RSAS_green	RSAS (Green)	Item	AccessorySights	4	-1	-1	@BWMod	bwa3_optics
BWA3_optic_RSAS_riser	RSAS (riser)	Item	AccessorySights	4	-1	-1	@BWMod	bwa3_optics
BWA3_optic_MicroT1	Aimpoint MicroT1	Item	AccessorySights	4	-1	-1	@BWMod	bwa3_optics;bwa3_comp_ace
BWA3_optic_MicroT2	Aimpoint MicroT2	Item	AccessorySights	4	-1	-1	@BWMod	bwa3_optics;bwa3_comp_ace
BWA3_optic_CompM2	Aimpoint CompM2	Item	AccessorySights	4	-1	-1	@BWMod	bwa3_optics;bwa3_comp_ace
BWA3_optic_CompM2_tan	Aimpoint CompM2 (Tan)	Item	AccessorySights	4	-1	-1	@BWMod	bwa3_optics
BWA3_optic_CompM2_green	Aimpoint CompM2 (Green)	Item	AccessorySights	4	-1	-1	@BWMod	bwa3_optics
BWA3_optic_EOTech552	EOTech 552	Item	AccessorySights	4	-1	-1	@BWMod	bwa3_optics;bwa3_comp_ace
BWA3_optic_EOTech552_tan	EOTech 552 (Tan)	Item	AccessorySights	4	-1	-1	@BWMod	bwa3_optics
BWA3_optic_EOTech552_green	EOTech 552 (Green)	Item	AccessorySights	4	-1	-1	@BWMod	bwa3_optics
BWA3_optic_EOTech	EOTech HHS2	Item	AccessorySights	4	-1	-1	@BWMod	bwa3_optics;bwa3_comp_ace
BWA3_optic_EOTech_sand	EOTech HHS2 (Sand)	Item	AccessorySights	4	-1	-1	@BWMod	bwa3_optics
BWA3_optic_ZO4x30	ZO 4x30	Item	AccessorySights	8	-1	-1	@BWMod	bwa3_optics;bwa3_comp_ace
BWA3_optic_ZO4x30_brown	ZO 4x30 (Brown)	Item	AccessorySights	8	-1	-1	@BWMod	bwa3_optics
BWA3_optic_ZO4x30_RSAS	ZO 4x30 (RSAS)	Item	AccessorySights	8	-1	-1	@BWMod	bwa3_optics
BWA3_optic_ZO4x30_RSAS_brown	ZO 4x30 (RSAS, Brown)	Item	AccessorySights	8	-1	-1	@BWMod	bwa3_optics
BWA3_optic_ZO4x30_MicroT2	ZO 4x30 (MicroT2)	Item	AccessorySights	8	-1	-1	@BWMod	bwa3_optics
BWA3_optic_ZO4x30_MicroT2_brown	ZO 4x30 (MicroT2, Brown)	Item	AccessorySights	8	-1	-1	@BWMod	bwa3_optics
BWA3_optic_ZO4x30i	ZO 4x30i	Item	AccessorySights	8	-1	-1	@BWMod	bwa3_optics
BWA3_optic_ZO4x30i_sand	ZO 4x30i (Sand)	Item	AccessorySights	8	-1	-1	@BWMod	bwa3_optics
BWA3_optic_ZO4x30i_RSAS	ZO 4x30i (RSAS)	Item	AccessorySights	8	-1	-1	@BWMod	bwa3_optics
BWA3_optic_ZO4x30i_RSAS_sand	ZO 4x30i (RSAS, Sand)	Item	AccessorySights	8	-1	-1	@BWMod	bwa3_optics
BWA3_optic_ZO4x30i_MicroT2	ZO 4x30i (MicroT2)	Item	AccessorySights	8	-1	-1	@BWMod	bwa3_optics
BWA3_optic_ZO4x30i_MicroT2_sand	ZO 4x30i (MicroT2, Sand)	Item	AccessorySights	8	-1	-1	@BWMod	bwa3_optics
BWA3_optic_EOTech_Mag_Off	EOTech HHS2 w/ Magnifier	Item	AccessorySights	8	-1	-1	@BWMod	bwa3_optics
BWA3_optic_EOTech_sand_Mag_Off	EOTech HHS2 (Sand) w/ Magnifier	Item	AccessorySights	8	-1	-1	@BWMod	bwa3_optics
BWA3_optic_PMII_ShortdotCC	1.1-8x24 PM II ShortDot Dual CC	Item	AccessorySights	8	-1	-1	@BWMod	bwa3_optics;bwa3_comp_ace
BWA3_optic_PMII_DMR	3-20x50 PM II DMR	Item	AccessorySights	12	-1	-1	@BWMod	bwa3_optics;bwa3_comp_ace
BWA3_optic_PMII_DMR_MicroT1_front	3-20x50 PM II DMR (MicroT1 front)	Item	AccessorySights	12	-1	-1	@BWMod	bwa3_optics
BWA3_optic_PMII_DMR_MicroT1_rear	3-20x50 PM II DMR (MicroT1 rear)	Item	AccessorySights	12	-1	-1	@BWMod	bwa3_optics
BWA3_optic_M5Xi_Tremor3	5-25x56 M5Xi Military (Tremor 3)	Item	AccessorySights	12	-1	-1	@BWMod	bwa3_optics;bwa3_comp_ace
BWA3_optic_M5Xi_Tremor3_MicroT2	5-25x56 M5Xi Military (Tremor 3, MicroT2)	Item	AccessorySights	12	-1	-1	@BWMod	bwa3_optics
BWA3_optic_M5Xi_MSR	5-25x56 M5Xi Military (MSR)	Item	AccessorySights	12	-1	-1	@BWMod	bwa3_optics
BWA3_optic_M5Xi_MSR_MicroT2	5-25x56 M5Xi Military (MSR, MicroT2)	Item	AccessorySights	12	-1	-1	@BWMod	bwa3_optics
BWA3_optic_Hensoldt	6-24x72 Hensoldt	Item	AccessorySights	12	-1	-1	@BWMod	bwa3_optics;bwa3_comp_ace
BWA3_optic_NSV600	NSV 600	Item	AccessoryBipod	4	-1	-1	@BWMod	bwa3_optics
BWA3_optic_IRV600	IRV 600	Item	AccessoryBipod	4	-1	-1	@BWMod	bwa3_optics
BWA3_optic_NSV80	NSV 80	Item	AccessoryBipod	4	-1	-1	@BWMod	bwa3_optics
BWA3_optic_NSA80	NSA 80	Item	AccessorySights	4	-1	-1	@BWMod	bwa3_optics
BWA3_optic_CarlGustav	Carl Gustav optics	Item	AccessorySights	12	-1	-1	@BWMod	bwa3_optics
BWA3_Uniform_Fleck	IdZ Uniform (Flecktarn)	Equipment	Uniform	40	-1	40	@BWMod	bwa3_uniforms
BWA3_Uniform_Tropen	IdZ Uniform (Tropentarn)	Equipment	Uniform	40	-1	40	@BWMod	bwa3_uniforms
BWA3_Uniform_Multi	IdZ Uniform (Multitarn)	Equipment	Uniform	40	-1	40	@BWMod	bwa3_uniforms
BWA3_Uniform_tee_Fleck	IdZ Uniform (Flecktarn, Tee)	Equipment	Uniform	20	-1	40	@BWMod	bwa3_uniforms
BWA3_Uniform_tee_Tropen	IdZ Uniform (Tropentarn, Tee)	Equipment	Uniform	20	-1	40	@BWMod	bwa3_uniforms
BWA3_Uniform_tee_Multi	IdZ Uniform (Multitarn, Tee)	Equipment	Uniform	20	-1	40	@BWMod	bwa3_uniforms
BWA3_Uniform_sleeves_Fleck	IdZ Uniform (Flecktarn, Sleeves)	Equipment	Uniform	40	-1	40	@BWMod	bwa3_uniforms
BWA3_Uniform_sleeves_Tropen	IdZ Uniform (Tropentarn, Sleeves)	Equipment	Uniform	40	-1	40	@BWMod	bwa3_uniforms
BWA3_Uniform_sleeves_Multi	IdZ Uniform (Multitarn, Sleeves)	Equipment	Uniform	40	-1	40	@BWMod	bwa3_uniforms
BWA3_Uniform_Ghillie_Fleck	IdZ Ghillie suit (Flecktarn)	Equipment	Uniform	60	-1	60	@BWMod	bwa3_uniforms
BWA3_Uniform_Ghillie_Tropen	IdZ Ghillie suit (Tropentarn)	Equipment	Uniform	60	-1	60	@BWMod	bwa3_uniforms
BWA3_Uniform_Ghillie_Multi	IdZ Ghillie suit (Multitarn)	Equipment	Uniform	60	-1	60	@BWMod	bwa3_uniforms
BWA3_Uniform_Crew_Fleck	Boilersuit (Flecktarn)	Equipment	Uniform	60	-1	60	@BWMod	bwa3_uniforms
BWA3_Uniform_Crew_Tropen	Boilersuit (Tropentarn)	Equipment	Uniform	60	-1	60	@BWMod	bwa3_uniforms
BWA3_Uniform_Crew_Multi	Boilersuit (Multitarn)	Equipment	Uniform	60	-1	60	@BWMod	bwa3_uniforms
BWA3_Uniform_Helipilot	Boilersuit (Heli Pilot)	Equipment	Uniform	60	-1	60	@BWMod	bwa3_uniforms;bwa3_comp_ace
BWA3_Uniform2_Fleck	BW Uniform (Flecktarn)	Equipment	Uniform	40	-1	40	@BWMod	bwa3_uniforms
BWA3_Uniform2_Tropen	BW Uniform (Tropentarn)	Equipment	Uniform	40	-1	40	@BWMod	bwa3_uniforms
BWA3_Uniform2_Multi	BW Uniform (Multitarn)	Equipment	Uniform	40	-1	40	@BWMod	bwa3_uniforms
BWA3_Uniform2_sleeves_Fleck	BW Uniform (Flecktarn, Sleeves)	Equipment	Uniform	40	-1	40	@BWMod	bwa3_uniforms
BWA3_Uniform2_sleeves_Tropen	BW Uniform (Tropentarn, Sleeves)	Equipment	Uniform	40	-1	40	@BWMod	bwa3_uniforms
BWA3_Uniform2_sleeves_Multi	BW Uniform (Multitarn, Sleeves)	Equipment	Uniform	40	-1	40	@BWMod	bwa3_uniforms
BWA3_Uniform2_Ghillie_Fleck	BW Ghillie suit (Flecktarn)	Equipment	Uniform	60	-1	60	@BWMod	bwa3_uniforms
BWA3_Uniform2_Ghillie_Tropen	BW Ghillie suit (Tropentarn)	Equipment	Uniform	60	-1	60	@BWMod	bwa3_uniforms
BWA3_Uniform2_Ghillie_Multi	BW Ghillie suit (Multitarn)	Equipment	Uniform	60	-1	60	@BWMod	bwa3_uniforms
BWA3_Uniform_Crye_G3_Fleck	Crye G3 Uniform (Flecktarn)	Equipment	Uniform	60	-1	60	@BWMod	bwa3_uniforms
BWA3_Uniform_Crye_G3_Tropen	Crye G3 Uniform (Tropentarn)	Equipment	Uniform	60	-1	60	@BWMod	bwa3_uniforms
BWA3_Uniform_Crye_G3_Multi	Crye G3 Uniform (Multitarn)	Equipment	Uniform	60	-1	60	@BWMod	bwa3_uniforms
BWA3_Vector	Vector IV	Item	Binocular	10	-1	-1	@BWMod	bwa3_vector
BWA3_Vest_Fleck	IdZ Vest (Flecktarn)	Equipment	Vest	80	-1	140	@BWMod	bwa3_vests
BWA3_Vest_Tropen	IdZ Vest (Tropentarn)	Equipment	Vest	80	-1	140	@BWMod	bwa3_vests
BWA3_Vest_Multi	IdZ Vest (Multitarn)	Equipment	Vest	80	-1	140	@BWMod	bwa3_vests
BWA3_Vest_Rifleman_Fleck	IdZ Vest (Flecktarn) - Rifleman	Equipment	Vest	80	-1	140	@BWMod	bwa3_vests
BWA3_Vest_Rifleman_Tropen	IdZ Vest (Tropentarn) - Rifleman	Equipment	Vest	80	-1	140	@BWMod	bwa3_vests
BWA3_Vest_Rifleman_Multi	IdZ Vest (Multitarn) - Rifleman	Equipment	Vest	80	-1	140	@BWMod	bwa3_vests
BWA3_Vest_MachineGunner_Fleck	IdZ Vest (Flecktarn) - Machine Gunner	Equipment	Vest	80	-1	140	@BWMod	bwa3_vests
BWA3_Vest_MachineGunner_Tropen	IdZ Vest (Tropentarn) - Machine Gunner	Equipment	Vest	80	-1	140	@BWMod	bwa3_vests
BWA3_Vest_MachineGunner_Multi	IdZ Vest (Multitarn) - Machine Gunner	Equipment	Vest	80	-1	140	@BWMod	bwa3_vests
BWA3_Vest_Grenadier_Fleck	IdZ Vest (Flecktarn) - Grenadier	Equipment	Vest	80	-1	140	@BWMod	bwa3_vests
BWA3_Vest_Grenadier_Tropen	IdZ Vest (Tropentarn) - Grenadier	Equipment	Vest	80	-1	140	@BWMod	bwa3_vests
BWA3_Vest_Grenadier_Multi	IdZ Vest (Multitarn) - Grenadier	Equipment	Vest	80	-1	140	@BWMod	bwa3_vests
BWA3_Vest_Medic_Fleck	IdZ Vest (Flecktarn) - Medic	Equipment	Vest	80	-1	140	@BWMod	bwa3_vests
BWA3_Vest_Medic_Tropen	IdZ Vest (Tropentarn) - Medic	Equipment	Vest	80	-1	140	@BWMod	bwa3_vests
BWA3_Vest_Medic_Multi	IdZ Vest (Multitarn) - Medic	Equipment	Vest	80	-1	140	@BWMod	bwa3_vests
BWA3_Vest_Marksman_Fleck	IdZ Vest (Flecktarn) - Marksman	Equipment	Vest	80	-1	140	@BWMod	bwa3_vests
BWA3_Vest_Marksman_Tropen	IdZ Vest (Tropentarn) - Marksman	Equipment	Vest	80	-1	140	@BWMod	bwa3_vests
BWA3_Vest_Marksman_Multi	IdZ Vest (Multitarn) - Marksman	Equipment	Vest	80	-1	140	@BWMod	bwa3_vests
BWA3_Vest_Leader_Fleck	IdZ Vest (Flecktarn) - Squad Leader	Equipment	Vest	80	-1	140	@BWMod	bwa3_vests
BWA3_Vest_Leader_Tropen	IdZ Vest (Tropentarn) - Squad Leader	Equipment	Vest	80	-1	140	@BWMod	bwa3_vests
BWA3_Vest_Leader_Multi	IdZ Vest (Multitarn) - Squad Leader	Equipment	Vest	80	-1	140	@BWMod	bwa3_vests
BWA3_Vest_JPC_Rifleman_Fleck	JPC Vest (Flecktarn) - Rifleman	Equipment	Vest	70	-1	140	@BWMod	bwa3_vests
BWA3_Vest_JPC_Rifleman_Tropen	JPC Vest (Tropentarn) - Rifleman	Equipment	Vest	70	-1	140	@BWMod	bwa3_vests
BWA3_Vest_JPC_Rifleman_Multi	JPC Vest (Multitarn) - Rifleman	Equipment	Vest	70	-1	140	@BWMod	bwa3_vests
BWA3_Vest_JPC_Leader_Fleck	JPC Vest (Flecktarn) - Squad Leader	Equipment	Vest	70	-1	140	@BWMod	bwa3_vests
BWA3_Vest_JPC_Leader_Tropen	JPC Vest (Tropentarn) - Squad Leader	Equipment	Vest	70	-1	140	@BWMod	bwa3_vests
BWA3_Vest_JPC_Leader_Multi	JPC Vest (Multitarn) - Squad Leader	Equipment	Vest	70	-1	140	@BWMod	bwa3_vests
BWA3_Vest_JPC_Radioman_Fleck	JPC Vest (Flecktarn) - Radioman	Equipment	Vest	70	-1	140	@BWMod	bwa3_vests
BWA3_Vest_JPC_Radioman_Tropen	JPC Vest (Tropentarn) - Radioman	Equipment	Vest	70	-1	140	@BWMod	bwa3_vests
BWA3_Vest_JPC_Radioman_Multi	JPC Vest (Multitarn) - Radioman	Equipment	Vest	70	-1	140	@BWMod	bwa3_vests
L115A3_BFA	L115A3 BFA	Item	AccessoryMuzzle	5	-1	-1	@L115A3 Rework Project	FM_Bfa
FM_L115A3_NoSpray	L115A3 No Spray	Weapon	AssaultRifle	150	-1	-1	@L115A3 Rework Project	FM_Weapons_L115A3
FM_L115A3_Desert	L115A3 Desert Spray	Weapon	AssaultRifle	150	-1	-1	@L115A3 Rework Project	FM_Weapons_L115A3
FM_L115A3_Woodland	L115A3 Woodland Spray	Weapon	AssaultRifle	150	-1	-1	@L115A3 Rework Project	FM_Weapons_L115A3
FM_L115A3_Snow	L115A3 Snow Spray	Weapon	AssaultRifle	150	-1	-1	@L115A3 Rework Project	FM_Weapons_L115A3
L115A3_Suppressor	L115A3 Suppressor	Item	AccessoryMuzzle	5	-1	-1	@L115A3 Rework Project	FM_Weapons_L115A3
Simrad_KN202	Simrad KN202	Item	AccessoryPointer	4	-1	-1	@L115A3 Rework Project	FM_Simrad
PSZ_H_wz2005_WDL	wz.2005 (WDL)	Equipment	Headgear	30	-1	-1	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_H_wz2005_WDL_ESS	wz.2005 (WDL/ESS)	Equipment	Headgear	30	-1	-1	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_H_wz2005_DES	wz.2005 (DES)	Equipment	Headgear	30	-1	-1	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_H_wz2005_DES_ESS	wz.2005 (DES/ESS)	Equipment	Headgear	30	-1	-1	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_H_wz2005_UN	wz.2005 (UN)	Equipment	Headgear	30	-1	-1	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_H_wz2005_UN_ESS	wz.2005 (UN/ESS)	Equipment	Headgear	30	-1	-1	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_H_wz2005_OLIVE	wz.2005 (Olive)	Equipment	Headgear	30	-1	-1	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_H_wz2005_OLIVE_ESS	wz.2005 (Olive/ESS)	Equipment	Headgear	30	-1	-1	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_H_wz2005_SAND	wz.2005 (Sand)	Equipment	Headgear	30	-1	-1	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_H_wz2005_SAND_ESS	wz.2005 (Sand/ESS)	Equipment	Headgear	30	-1	-1	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_H_wz2005_CAMO	wz.2005 (Camo)	Equipment	Headgear	30	-1	-1	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_H_wz2005_CAMO_ESS	wz.2005 (Camo/ESS)	Equipment	Headgear	30	-1	-1	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_H_THL5	THL-5	Equipment	Headgear	30	-1	-1	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_H_Booniehat_WDL	Booniehat (Pantera WDL)	Equipment	Headgear	10	-1	-1	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_H_Booniehat_DES	Booniehat (Pantera DES)	Equipment	Headgear	10	-1	-1	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_H_Beret_Airborne	Beret WP (Airborne)	Equipment	Headgear	6	-1	-1	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_H_Beret_GroundForces	Beret WP (Ground Forces)	Equipment	Headgear	6	-1	-1	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_H_Beret_ArmoredForces	Beret WP (Armored Forces)	Equipment	Headgear	6	-1	-1	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_H_Beret_TerritorialDefense	Beret WP (Territorial Defense)	Equipment	Headgear	6	-1	-1	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_H_Beret_TerritorialDefense_02	Beret WP (Territorial Defense v2)	Equipment	Headgear	6	-1	-1	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_H_Beret_MilitaryPolice	Beret WP (Military Police)	Equipment	Headgear	6	-1	-1	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_U_PL_WDL_wz2010_Crye	wz.2010 Crye (WDL)	Equipment	Uniform	40	-1	40	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_U_PL_WDL_wz2010_Crye_Folded	wz.2010 Crye (WDL/Folded)	Equipment	Uniform	40	-1	40	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_U_PL_WDL_wz2010_Polar	wz.2010 Polar (WDL)	Equipment	Uniform	40	-1	40	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_U_PL_DES_wz2010_Crye	wz.2010 Crye (DES)	Equipment	Uniform	40	-1	40	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_U_PL_DES_wz2010_Crye_Folded	wz.2010 Crye (DES/Folded)	Equipment	Uniform	40	-1	40	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_U_PL_DES_wz2010_Polar	wz.2010 Polar (DES)	Equipment	Uniform	40	-1	40	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_U_PL_Pilot_Coverall	wz.2010 Pilot coverall	Equipment	Uniform	60	-1	60	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_V_Invisible_L	Invisible (L)	Equipment	Vest	0	-1	120	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_V_Invisible_H	Invisible (H)	Equipment	Vest	0	-1	120	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_V_UKO_L_WDL	UKO-M (WDL)	Equipment	Vest	60	-1	40	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_V_UKO_L_WDL_R	UKO-M (WDL/Light/Rifleman)	Equipment	Vest	60	-1	120	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_V_UKO_H_WDL_R	UKO-M (WDL/Heavy/Rifleman)	Equipment	Vest	80	-1	120	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_V_UKO_L_WDL_R_Headset	UKO-M (WDL/Light/Rifleman/HS)	Equipment	Vest	60	-1	120	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_V_UKO_H_WDL_R_Headset	UKO-M (WDL/Heavy/Rifleman/HS)	Equipment	Vest	80	-1	120	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_V_UKO_L_WDL_GL	UKO-M (WDL/Light/Grenadier)	Equipment	Vest	60	-1	120	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_V_UKO_H_WDL_GL	UKO-M (WDL/Heavy/Grenadier)	Equipment	Vest	80	-1	120	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_V_UKO_L_WDL_GL_Headset	UKO-M (WDL/Light/Grenadier/HS)	Equipment	Vest	60	-1	120	@PSZ Polish Armed Forces	psz_characters_pl
PSZ_V_UKO_H_WDL_GL_Headset	UKO-M (WDL/Heavy/Grenadier/HS)	Equipment	Vest	80	-1	120	@PSZ Polish Armed Forces	psz_characters_pl
